"co_id","deal_id","co_name","co_hq","co_city","co_state","co_verticals","deal_date","deal_vintage","deal_number","deal_series","deal_vc_round","deal_type","deal_premoney","deal_postmoney","deal_size","deal_pct_acq","deal_investor_count","investor_id","investor_name","investor_gp_id","investor_gp","fund_id","fund_name"
"234398-17","163985-41T","Gestalt Diagnostics","Spokane, WA","Spokane","WA","{HealthTech}","2015-01-01",2015,1,,,"Joint Venture",,1,0.5,,2,"{164458-54,13293-46}","{""EBM Technologies (ROCO: 8409)"",Nuvodia}","{""164458-54-Malone Lai"",""13293-46-Chris Patrick""}","{""Malone Lai"",""Chris Patrick""}","{}","{}"
"234398-17","170405-20T","Gestalt Diagnostics","Spokane, WA","Spokane","WA","{HealthTech}","2021-04-15",2021,6,,"4th Round","Seed Round",,,2,,5,"{155926-54,227175-40,42788-17,53196-94,442307-26}","{""Cowles Company"",""Inland Imaging"",""Kickstart Seed Fund"",""Morningstar Foundation"",""Tacoma Venture Fund""}","{155926-54-None,""227175-40-Kenneth McCabe"",42788-17-None,53196-94-None,442307-26-None}","{NULL,""Kenneth McCabe"",NULL,NULL,NULL}","{16934-68F}","{""Kickstart Seed Fund V""}"
"234398-17","113574-61T","Gestalt Diagnostics","Spokane, WA","Spokane","WA","{HealthTech}","2017-03-16",2017,2,,"1st Round","Seed Round",1.9,4.5,2.6,,4,"{158861-17,227175-40,42788-17,56003-50}","{""Ignite Northwest"",""Inland Imaging"",""Kickstart Seed Fund"",""Spokane Angel Alliance""}","{158861-17-None,227175-40-None,""42788-17-Thomas Simpson"",""56003-50-Thomas Simpson""}","{NULL,NULL,""Thomas Simpson"",""Thomas Simpson""}","{18234-55F,14586-04F}","{""Ignite Technology Growth Fund"",""Kickstart Seed Fund III""}"
"348867-46","145260-64T","Get Green Recycling","Algonquin, IL","Algonquin","IL","{}","2020-04-09",2020,1,,,"Debt - PPP",,,,,,"{}","{}","{}","{}","{}","{}"
"279450-19","155026-72T","Get Help","Murrieta, CA","Murrieta","CA","{HealthTech,""LOHAS & Wellness""}","2018-11-04",2018,1,,"1st Round","Seed Round",9,,1.5,,2,"{438443-65,224307-46}","{""Seven Hound Ventures"",Tulco}","{438443-65-None,224307-46-None}","{NULL,NULL}","{}","{}"
"124169-05","57754-72T","GetAShare.Com","Wilmington, DE","Wilmington","DE","{TMT}","2012-01-01",2012,2,,,"Bankruptcy: Liquidation",,,,,,"{}","{}","{}","{}","{}","{}"
"124169-05","57753-55T","GetAShare.Com","Wilmington, DE","Wilmington","DE","{TMT}","2011-08-14",2011,1,,"Angel","Angel (individual)",,,,,2,"{105980-23,124364-80}","{""Gil Penchina"",""James Jorgensen""}","{""105980-23-Gil Penchina"",124364-80-None}","{""Gil Penchina"",NULL}","{}","{}"
"387757-99","152360-83T","Novian Novian and Younesi A Law Corporation","Los Angeles, CA","LosAngeles","CA","{}","2020-04-11",2020,1,,,"Debt - PPP",,,,,,"{}","{}","{}","{}","{}","{}"
"357377-32","143973-19T","Novick Brothers Corporation","Philadelphia, PA","Philadelphia","PA","{}","2020-04-15",2020,1,,,"Debt - PPP",,,0.66,,,"{}","{}","{}","{}","{}","{}"
"377251-30","148459-87T","Novit, Scarminach and Akins, PA","Hilton Head Island, SC","HiltonHeadIsland","SC","{}","2020-04-15",2020,1,,,"Debt - PPP",,,,,,"{}","{}","{}","{}","{}","{}"
"373091-59","148432-24T","Novo Engineering","Vista, CA","Vista","CA","{}","2020-04-15",2020,1,,,"Debt - PPP",,,1.55,,,"{}","{}","{}","{}","{}","{}"
"238422-25","149798-08T","Eccontracting","Farmingdale, NY","Farmingdale","NY","{}","2020-04-27",2020,1,,,"Debt - PPP",,,,,,"{}","{}","{}","{}","{}","{}"
"358158-79","142096-78T","Ecd Systems","Tempe, AZ","Tempe","AZ","{}","2020-04-05",2020,1,,,"Debt - PPP",,,1.25,,,"{}","{}","{}","{}","{}","{}"
"98737-57","38678-50T","Echo Brickell","Miami, FL","Miami","FL","{}","2013-01-01",2013,1,,,"Joint Venture",,,,,2,"{57743-11,98738-29}","{""JDS Development"",""Property Markets Group""}","{57743-11-None,98738-29-None}","{NULL,NULL}","{}","{}"
"279748-90","122603-95T","Echo Echo","Oakland, CA","Oakland","CA","{""Artificial Intelligence & Machine Learning""}","2019-08-27",2019,1,,,"Accelerator/Incubator",,,,,1,"{232710-58}","{""Graham & Walker""}","{232710-58-None}","{NULL}","{}","{}"
"350407-63","170718-31T","Echo Hospice","Columbus, OH","Columbus","OH","{}",,,1,,"1st Round","Later Stage VC",,,,,1,"{185216-59}","{""Accord Capital""}","{185216-59-None}","{NULL}","{}","{}"
"367878-88","150941-08T","Echo Molding","Union, NJ","Union","NJ","{}","2020-05-03",2020,1,,,"Debt - PPP",,,,,,"{}","{}","{}","{}","{}","{}"
"65766-34","132742-72T","GridCraft","Boulder, CO","Boulder","CO","{SaaS,TMT}","2013-07-01",2013,1,,,"Accelerator/Incubator",0.31,0.33,0.02,6,1,"{50933-44}","{Techstars}","{50933-44-None}","{NULL}","{}","{}"
"466627-24","178321-69T","Grind (Recreational Goods)","Houston, TX","Houston","TX","{Manufacturing,Mobile,SaaS}","2021-06-07",2021,5,,,"Accelerator/Incubator",0.31,0.33,0.02,6,1,"{50933-44}","{Techstars}","{50933-44-None}","{NULL}","{17866-18F}","{""Techstars Accelerator 2021""}"
"294437-98","123711-58T","Heartex","San Francisco, CA","SanFrancisco","CA","{""Artificial Intelligence & Machine Learning"",""Big Data"",SaaS}","2019-02-08",2019,1,,,"Accelerator/Incubator",2.35,2.5,0.15,6,2,"{51006-88,10824-13}","{""500 Startups"",""Sberbank of Russia (MISX: SBER)""}","{51006-88-None,""10824-13-Herman Gref""}","{NULL,""Herman Gref""}","{15368-05F,15782-77F}","{""500 Falcons"",""SBT Venture Capital II""}"
"352807-21","146917-90T","Tampa Bay Turners","Saint Petersburg, FL","SaintPetersburg","FL","{}","2020-04-08",2020,1,,,"Debt - PPP",,,,,,"{}","{}","{}","{}","{}","{}"
"279882-64","129419-56T","Hydrosat","Washington, DC","Washington","DC","{""Big Data""}","2019-07-15",2019,1,,,"Accelerator/Incubator",,,0.02,6,2,"{125866-72,50933-44}","{Starburst,Techstars}","{125866-72-None,""50933-44-Matt Kozlov""}","{NULL,""Matt Kozlov""}","{}","{}"
"159400-45","82332-28T","Jasper (Other Financial Services)","Sioux Falls, SD","SiouxFalls","SD","{FinTech,TMT}","2017-02-08",2017,1,,,"Accelerator/Incubator",2.35,2.5,0.15,6,2,"{51006-88,106863-40}","{""500 Startups"",""Citi Innovation Lab""}","{51006-88-None,106863-40-None}","{NULL,NULL}","{15473-98F}","{""500 FinTech""}"
"233394-94","132572-53T","Jolly","Austin, TX","Austin","TX","{Mobile,SaaS}","2019-12-02",2019,2,,,"Accelerator/Incubator",0.29,0.31,0.02,6,1,"{50933-44}","{Techstars}","{""50933-44-Amos Schwartzfarb""}","{""Amos Schwartzfarb""}","{16313-59F}","{""Techstars Corporate Partner 2017""}"
"156598-66","121444-30T","Joust (Financial Software)","Austin, TX","Austin","TX","{FinTech,Mobile,TMT}","2019-01-18",2019,2,,,"Accelerator/Incubator",0.31,0.43,0.12,6,1,"{50933-44}","{Techstars}","{""50933-44-Julie Penner""}","{""Julie Penner""}","{16133-50F}","{""Techstars Toronto 2018""}"
"154369-27","66842-74T","Knoq","Boston, MA","Boston","MA","{""Big Data"",Mobile,SaaS,TMT}","2016-02-24",2016,2,,,"Accelerator/Incubator",0.21,0.33,0.12,6,1,"{50933-44}","{Techstars}","{""50933-44-Semyon Dukach""}","{""Semyon Dukach""}","{}","{}"
"129325-15","85296-97T","Tampa Bay Lightning","Tampa, FL","Tampa","FL","{TMT}",,,6,,,"Undetermined",,,,,,"{}","{}","{}","{}","{}","{}"
"129325-15","85291-30T","Tampa Bay Lightning","Tampa, FL","Tampa","FL","{TMT}",,,5,,,"PE Growth/Expansion",,,,,1,"{51705-28}","{""Steel Pier Capital Advisors""}","{51705-28-None}","{NULL}","{15435-01F}","{""Digital Ignition""}"
"104417-02","116013-52T","Tampa Bay Partnership","Tampa, FL","Tampa","FL","{Industrials}","2018-06-12",2018,1,,,"Grant",,,0.3,,1,"{55545-67}","{""JPMorgan Chase""}","{55545-67-None}","{NULL}","{15289-57F}","{""Entrepreneurs of Color Fund""}"
"64979-56","138703-24T","Tamrac","Marina Del Rey, CA","MarinaDelRey","CA","{E-Commerce,TMT}","2014-01-10",2014,1,,,"Bankruptcy: Admin/Reorg",,,,,,"{}","{}","{}","{}","{}","{}"
"250541-74","152413-84T","Tanagerinc","Annapolis Junction, MD","AnnapolisJunction","MD","{}","2020-05-07",2020,1,,,"Debt - PPP",,,,,,"{}","{}","{}","{}","{}","{}"
"51168-43","23584-24T","Tandem Computers","Cupertino, CA","Cupertino","CA","{Manufacturing,TMT}","1977-01-01",1977,4,,,"IPO",,,,,,"{}","{}","{}","{}","{}","{}"
"41030-74","23742-28T","Tandy Leather Factory (PINX: TLFA)","Fort Worth, TX","FortWorth","TX","{}",,,1,,,"PE Growth/Expansion",,,,,1,"{51588-73}","{""Moody Capital Solutions""}","{51588-73-None}","{NULL}","{}","{}"
"365037-13","146983-96T","Tanenbaum Keale","Newark, NJ","Newark","NJ","{}","2020-04-10",2020,1,,,"Debt - PPP",,,1.03,,,"{}","{}","{}","{}","{}","{}"
"231500-44","127872-73T","Tangent Technologies","Aurora, IL","Aurora","IL","{Manufacturing}","2019-10-25",2019,2,,,"Debt - General",,,40.38,,,"{}","{}","{}","{}","{}","{}"
"108326-80","97385-32T","Tangible Science","Redwood City, CA","RedwoodCity","CA","{E-Commerce,""LOHAS & Wellness""}","2012-05-25",2012,1,,,"Grant",,,0.15,,1,"{51038-20}","{""National Science Foundation""}","{51038-20-None}","{NULL}","{}","{}"
"108326-80","97385-50T","Tangible Science","Redwood City, CA","RedwoodCity","CA","{E-Commerce,""LOHAS & Wellness""}","2013-09-10",2013,2,,,"Grant",,,0.95,,1,"{51038-20}","{""National Science Foundation""}","{51038-20-None}","{NULL}","{}","{}"
"108326-80","126120-16T","Tangible Science","Redwood City, CA","RedwoodCity","CA","{E-Commerce,""LOHAS & Wellness""}","2019-11-06",2019,5,,"3rd Round","Later Stage VC",,,1.35,,1,"{169913-17}","{""ShangBay Capital""}","{169913-17-None}","{NULL}","{18755-47F}","{""ShangBay Capital""}"
"108326-80","129013-48T","Tangible Science","Redwood City, CA","RedwoodCity","CA","{E-Commerce,""LOHAS & Wellness""}","2019-01-15",2019,4,"Series D","2nd Round","Later Stage VC",19.78,21.28,1.5,,3,"{233162-20,42254-83,169913-17}","{""Helicase Venture"",""Mission Bay Capital"",""ShangBay Capital""}","{233162-20-None,""42254-83-Douglas Crawford"",169913-17-None}","{NULL,""Douglas Crawford"",NULL}","{18533-71F,15054-58F,18755-47F}","{""Helicase Venture Fund I"",""Mission Bay Capital II"",""ShangBay Capital""}"
"108326-80","46199-62T","Tangible Science","Redwood City, CA","RedwoodCity","CA","{E-Commerce,""LOHAS & Wellness""}","2016-10-31",2016,3,,"1st Round","Early Stage VC",,,2.98,,2,"{58417-48,42254-83}","{""California Institute for Quantitative Biosciences"",""Mission Bay Capital""}","{""58417-48-Douglas Crawford"",""42254-83-Douglas Crawford""}","{""Douglas Crawford"",""Douglas Crawford""}","{15054-58F}","{""Mission Bay Capital II""}"
"52377-31","55272-79T","SchoolCare","New York, NY","NewYork","NY","{""Digital Health"",HealthTech,SaaS}","2015-08-11",2015,4,"Series A","4th Round","Early Stage VC",15.39,17.49,2.1,12.01,4,"{181505-26,11277-19,42739-66,56396-53}","{""Access Technology Ventures"",""Prolog Ventures"",""TEXO Ventures"",""TJNS Capital""}","{181505-26-None,""11277-19-Ilya Nykin"",""42739-66-Randall Crowder"",56396-53-None}","{NULL,""Ilya Nykin"",""Randall Crowder"",NULL}","{13435-57F,15895-54F}","{""TEXO Ventures I"",""TJNS Fund II""}"
"51692-59","22466-08T","Zero Motorcycles","Scotts Valley, CA","ScottsValley","CA","{CleanTech,""Climate Tech"",Industrials,""LOHAS & Wellness"",Manufacturing,""Mobility Tech""}","2011-09-30",2011,8,"Series B3","6th Round","Early Stage VC",38.28,42.78,4.5,12.01,,"{}","{}","{}","{}","{}","{}"
"96603-13","81005-59T","Quanlight","La Jolla, CA","LaJolla","CA","{Manufacturing,TMT}","2008-10-31",2008,3,"Series C","3rd Round","Later Stage VC",22.11,25.12,3.01,12,,"{}","{}","{}","{}","{}","{}"
"231036-94","110754-28T","Selfie Networks","San Francisco, CA","SanFrancisco","CA","{Cybersecurity,Mobile,TMT}","2017-05-30",2017,1,,"1st Round","Seed Round",11,12.5,1.5,12,2,"{56829-97,11333-26}","{""Bowery Capital"",""Lightspeed Venture Partners""}","{""56829-97-Loren Straub"",11333-26-None}","{""Loren Straub"",NULL}","{15761-89F,14210-65F}","{""Bowery Capital II"",""Lightspeed Venture Partners X""}"
"25299-64","74361-16T","Townsquare Media (NYS: TSQ)","Purchase, NY","Purchase","NY","{TMT}","2016-08-16",2016,10,,,"Secondary Transaction - Private",,191,23,12,1,"{92871-10}","{""Madison Square Garden Sports (NYS: MSGS)""}","{""92871-10-David O'Connor""}","{""David O'Connor""}","{}","{}"
"62939-53","82560-07T","Tradeweb Markets (NAS: TW)","New York, NY","NewYork","NY","{FinTech,TMT}","2007-10-11",2007,5,,,"Secondary Transaction - Private",,1500,180,12,10,"{10024-75,10025-47,10026-91,10018-18,10043-47,55661-95,10045-81,10134-46,10043-83,10024-93}","{""Citigroup (NYS: C)"",""Credit Suisse (SWX: CSGN)"",""Deutsche Bank (ETR: DBK)"",""J.P. Morgan (NYS: JPM)"",""Lehman Brothers"",""Merrill Lynch Global Private Equity"",""Morgan Stanley (NYS: MS)"",""NatWest Group (LON: NWG)"",""The Goldman Sachs Group (NYS: GS)"",""UBS Group (SWX: UBSG)""}","{10024-75-None,10025-47-None,10026-91-None,10018-18-None,10043-47-None,55661-95-None,10045-81-None,10134-46-None,10043-83-None,10024-93-None}","{NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL}","{12898-09F}","{""JP Morgan US Corporate Finance Investors II""}"
"183369-34","173964-52T","Verbit","New York, NY","NewYork","NY","{""Artificial Intelligence & Machine Learning"",SaaS,TMT}","2021-06-08",2021,8,"Series D","5th Round","Later Stage VC",880,1000,157,12,14,"{467604-91,97328-17,51189-94,433802-35,433000-18,467604-10,59896-81,11293-66,11307-97,10804-69,57500-11,300224-44,11328-67,11146-33}","{Azura,ClalTech,""HV Capital"",""Icon Fund"",""More Capital"",""Omer Cygler"",""Oryzn Capital"",""Sapphire Ventures"",Stripes,""Third Point"",""Third Point Ventures"",""Vertex Growth"",""Vertex Ventures Israel"",""Viola Ventures""}","{467604-91-None,97328-17-None,51189-94-None,433802-35-None,433000-18-None,""467604-10-Omer Cygler"",""59896-81-Yaniv Jacobi"",""11293-66-Jayendra Das"",""11307-97-Saagar Kulkarni"",""10804-69-Robert Schwartz"",57500-11-None,300224-44-None,""11328-67-Yanai Oron"",""11146-33-Ronen Nir""}","{NULL,NULL,NULL,NULL,NULL,""Omer Cygler"",""Yaniv Jacobi"",""Jayendra Das"",""Saagar Kulkarni"",""Robert Schwartz"",NULL,NULL,""Yanai Oron"",""Ronen Nir""}","{14851-45F,16141-33F,14642-38F,17836-30F,18367-57F,16784-56F,16775-65F,16046-29F}","{""Holtzbrinck Ventures Fund VI"",""Sapphire Sport I"",""SG Growth Partners III"",""Third Point Investment III"",""Third Point Venture Fund I"",""Vertex Growth Fund"",""Vertex Ventures Israel Fund V"",""Viola Ventures Fund V""}"
"11509-21","24641-92T","Bebo","San Francisco, CA","SanFrancisco","CA","{SaaS,TMT}","2008-05-14",2008,3,"Series A3","3rd Round","Early Stage VC",113,128.37,15.37,11.97,1,"{41013-28}","{""PROfounders Capital""}","{41013-28-None}","{NULL}","{12545-20F}","{""PROfounders Fund I""}"
"52551-82","29935-00T","Complete Solar","San Ramon, CA","SanRamon","CA","{CleanTech,""Climate Tech"",""LOHAS & Wellness"",TMT}","2012-11-15",2012,3,"Series A2","3rd Round","Early Stage VC",3.3,3.81,0.51,11.97,,"{}","{}","{}","{}","{}","{}"
"52779-07","20072-89T","Autonomic Materials","Champaign, IL","Champaign","IL","{Manufacturing}","2011-12-15",2011,3,"Series B","2nd Round","Later Stage VC",5,6.5,1.5,24.38,2,"{55365-40,51507-64}","{""Central Illinois Angels"",""Independence Equity Management""}","{55365-40-None,51507-64-None}","{NULL,NULL}","{12972-61F}","{""Independence Equity I""}"
"187441-66","95058-73T","Tripp","Los Angeles, CA","LosAngeles","CA","{""LOHAS & Wellness"",Mobile,TMT,""Virtual Reality""}","2017-09-01",2017,1,"Series A","1st Round","Early Stage VC",12.43,16.43,4,24.35,12,"{469105-39,469105-30,464308-12,439234-30,221451-58,11237-95,149389-75,469105-57,443131-75,469104-85,437332-33,469104-94}","{""Emily Serebryany"",""Erik Bruckner"",Integrated,""Joe Thomas"",""Keanu Reeves"",""Mayfield (Private Equity)"",""Presence Capital"",""Richard Stump"",""Roman Fuchs"",""Sahin Boydas"",""Stephen Hays"",""Timothy Koo""}","{""469105-39-Emily Serebryany"",""469105-30-Erik Bruckner"",464308-12-None,""439234-30-Joe Thomas"",221451-58-None,""11237-95-Timothy Chang"",""149389-75-Amitt Mahajan"",""469105-57-Richard Stump"",""443131-75-Roman Fuchs"",""469104-85-Sahin Boydas"",""437332-33-Stephen Hays"",""469104-94-Timothy Koo""}","{""Emily Serebryany"",""Erik Bruckner"",NULL,""Joe Thomas"",NULL,""Timothy Chang"",""Amitt Mahajan"",""Richard Stump"",""Roman Fuchs"",""Sahin Boydas"",""Stephen Hays"",""Timothy Koo""}","{13713-22F,15375-88F}","{""Mayfield India II"",""Presence Capital Fund I""}"
"62199-82","181766-08T","Efinix (Application Specific Semiconductors)","Santa Clara, CA","SantaClara","CA","{}","2019-07-17",2019,3,"Series B2","3rd Round","Later Stage VC",135,175.1,40.1,24.31,,"{}","{}","{}","{}","{}","{}"
"11472-49","99107-38T","Corcept Therapeutics (NAS: CORT)","Menlo Park, CA","MenloPark","CA","{}","2008-03-31",2008,10,,,"Secondary Transaction - Open Market",,,,24.3,,"{}","{}","{}","{}","{}","{}"
"13332-07","18293-68T","Zipcar","Boston, MA","Boston","MA","{Car-Sharing,""Mobility Tech""}","2001-01-12",2001,2,"Series A","1st Round","Early Stage VC",3.23,4.27,1.04,24.28,4,"{51746-68,51309-82,11213-56,106348-96}","{""BlueHub Capital"",Gravestar,""Hub Angels Investment Group"",""Jean Hammond""}","{51746-68-None,51309-82-None,11213-56-None,""106348-96-Jean Hammond""}","{NULL,NULL,NULL,""Jean Hammond""}","{13612-78F,13612-87F}","{""BlueHub Loan Fund"",""Boston Community Venture Fund""}"
"55546-03","46278-64T","3DR","Berkeley, CA","Berkeley","CA","{""Construction Technology"",""Mobility Tech"",""Robotics and Drones"",SaaS,""Supply Chain Tech"",TMT}","2015-04-16",2015,4,"Series C","4th Round","Later Stage VC",200,264.08,64.08,24.27,16,"{11941-75,122259-43,61372-27,42240-79,11217-34,11237-95,51032-62,11263-87,11279-08,64503-37,42787-27,11321-29,61637-68,10754-47,150345-82,52514-20}","{""Atlantic Bridge Capital"",""Beijing Daqi Fortune Investment Company"",DHVC,""Foundry Group"",""Industry Ventures"",""Mayfield (Private Equity)"",""Nautilus Ventures"",""O'Reilly AlphaTech Ventures"",""Qualcomm Ventures"",""SanDisk Ventures"",""Shea Ventures"",""True Ventures"",""Union Grove Venture Partners"",""Virgin (London)"",""Western Digital Capital"",""WestSummit Capital""}","{""11941-75-Brian Long"",122259-43-None,61372-27-None,""42240-79-Jason Mendelson"",11217-34-None,""11237-95-Timothy Chang"",""51032-62-Christopher Michel"",""11263-87-Bryce Roberts"",""11279-08-Gareth Keane"",64503-37-None,""42787-27-Jason Schoettler"",""11321-29-Jonathan Callaghan"",""61637-68-Patrick Cairns"",10754-47-None,150345-82-None,52514-20-None}","{""Brian Long"",NULL,NULL,""Jason Mendelson"",NULL,""Timothy Chang"",""Christopher Michel"",""Bryce Roberts"",""Gareth Keane"",NULL,""Jason Schoettler"",""Jonathan Callaghan"",""Patrick Cairns"",NULL,NULL,NULL}","{14602-33F,13559-32F,13713-22F,12961-27F,13503-70F,13497-22F,13407-94F,14513-77F}","{""Danhua Capital"",""Foundry Venture Capital 2013"",""Mayfield India II"",""O'Reilly AlphaTech Ventures II"",""Qualcomm Euro Fund"",""Shea Ventures Opportunity Fund"",""True Ventures III"",""Union Grove Partners Direct Venture Fund""}"
"54303-49","79611-67T","Post-N-Track","Rocky Hill, CT","RockyHill","CT","{TMT}","2015-01-01",2015,2,,,"Share Repurchase",,,,,,"{}","{}","{}","{}","{}","{}"
"54303-49","22134-88T","Post-N-Track","Rocky Hill, CT","RockyHill","CT","{TMT}","2005-04-04",2005,1,,,"PE Growth/Expansion",,,,,,"{11174-14,123649-12}","{""Connecticut Innovations"",""Longmeadow Capital Partners""}","{11174-14-None,123649-12-None}","{NULL,NULL}","{}","{}"
"62841-16","158076-28T","Atlas Platform","Reston, VA","Reston","VA","{FinTech,""Impact Investing"",TMT}","2020-10-22",2020,4,"Series B","3rd Round","Later Stage VC",40,50,10,24.24,6,"{467577-37,266228-38,99985-51,231443-29,109500-58,182531-44}","{""Alex Chehansky"",""Ally Ventures"",""Community Investment Management"",""Motley Fool Ventures"",""Signatures Capital"",""Tim Jones""}","{""467577-37-Alex Chehansky"",""266228-38-Peter Greene"",99985-51-None,""231443-29-Ollen Douglass"",109500-58-None,""182531-44-Tim Jones""}","{""Alex Chehansky"",""Peter Greene"",NULL,""Ollen Douglass"",NULL,""Tim Jones""}","{16408-54F}","{""Motley Fool Ventures""}"
"51654-88","18174-70T","Post Intelligence","San Francisco, CA","SanFrancisco","CA","{AdTech,""Artificial Intelligence & Machine Learning"",TMT}","2010-03-18",2010,1,,,"Seed Round",,,0.63,,,"{42715-00,105950-17,228213-19,11227-60,106054-30,106342-75,106637-41,106363-27}","{""Felicis Ventures"",""Georges Harik"",""Keval Desai"",""Khosla Ventures"",""Paul Buchheit"",""Richard Chen"",""Thomas Korte"",""Vinod Khosla""}","{""42715-00-Aydin Senkut"",""105950-17-Georges Harik"",""228213-19-Keval Desai"",11227-60-None,106054-30-None,""106342-75-Richard Chen"",""106637-41-Thomas Korte"",""106363-27-Vinod Khosla""}","{""Aydin Senkut"",""Georges Harik"",""Keval Desai"",NULL,NULL,""Richard Chen"",""Thomas Korte"",""Vinod Khosla""}","{}","{}"
